OBJECTID,ROAD_NUMBER,ROAD_NAME,DIRECTION,ELEMENTS,SURFACE_TYPE,NUMBER_OF_TRAFFIC_LANES,LEFT_SHOULDER_WIDTH,TRAFFIC_WIDTH,RIGHT_SHOULDER_WIDTH,SEAL_WIDTH
24052,2720,MAROONDAH HWY,F, L1+L2+RT1,S,2,0,7,0,7
21659,2590,MIDLAND HWY,F, L1+L2+RT1,S,2,0,8,0,8
22364,2570,MURRAY VALLEY HWY,F, L1+SL+L2,S,2,3,7.4,0,10.4
24053,2660,NEPEAN HWY,F, L1+L2+L3,S,3,0,11,0,11
18982,2550,HUME HWY,R, L1+SL+SR+L2,S,2,2.4,7.2,2,11.6
21660,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.4,7,1.4,9.8
22365,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,2.4,6.8,2,11.2
18983,2590,MIDLAND HWY,F, L1+L2,A,2,0,7.4,0,7.4
24054,2650,MALLEE HWY,F, L1+SL+SR+L2,S,2,1.8,7.4,1.8,11
21661,2580,SOUTH GIPPSLAND HWY,F, L1+SL+L2+LT1,S,2,3,7.4,0,10.4
22366,2580,SOUTH GIPPSLAND HWY,F, L1+SL+L2+RT1,A,2,2.4,7.4,0,9.8
18984,2580,SOUTH GIPPSLAND HWY,F, L1+L2+LT1,A,2,0,7.4,0,7.4
21662,2550,HUME HWY,R, L1+SL+L2+RT1,S,2,2.6,7.4,0,10
24055,2590,MIDLAND HWY,R, L1+SL+L2+RT1,A,2,2.1,7.4,0,9.5
22367,2550,HUME HWY,R, L1+SL+SR+L2+ROF1+RONSHR+ROFSHL+ROFSHR,S,2,3.4,7.6,1.5,12.5
18985,2550,HUME HWY,R, L1+SL+SR+L2,S,2,3.2,7.6,1.5,12.2
21663,2570,MURRAY VALLEY HWY,F, L1+SR+L2+RT1R,S,2,0,7,1.1,8.1
22368,2570,MURRAY VALLEY HWY,R, L1+L2+LPL,A,2,0,7.4,0,7.4
24056,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,2.4,7.8,3.2,13.4
18986,2570,MURRAY VALLEY HWY,R, L1+L2+LPL+RPL,S,2,0,8,0,8
21664,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.5,7,1.5,10
22369,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.2,0,7.2
24057,2640,GOULBURN VALLEY HWY,F, L1+L2+LIP,S,2,0,8,0,8
18987,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.2,0,7.2
21665,2550,HUME HWY,R, L1+SL+SR+L2,S,2,3.2,7.6,1.5,12.2
22370,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.5,7.4,1.5,10.4
24058,2700,SUNRAYSIA HWY,F, L1+SL+SR+L2+RT1,S,2,0.6,7.2,0.6,8.4
18988,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,2.5,7.4,1.5,11.4
21666,2550,HUME HWY,R, L1+SL+SR+L2+L3,A,3,2.8,11.2,2.8,16.8
22371,2550,HUME HWY,R, L1+SL+L2+RON1+RON2+RONSHL+RONSHR,S,2,2.4,8.6,0,11
24059,2640,GOULBURN VALLEY HWY,R, L1+L2+RT1+LBL,S,2,0,7,0,7
21667,2550,HUME HWY,R, L1+SL+SR+L2,S,2,2.4,7.2,1.5,11.1
18989,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
22372,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.1,0,7.1
24060,2710,BASS HWY,F, L1+L2+LPL,S,2,0,8,0,8
21668,2580,SOUTH GIPPSLAND HWY,F, L1+SL+SR+L2,S,2,2.4,7.4,2.4,12.2
18990,2580,SOUTH GIPPSLAND HWY,F, L1+SR+L2+RT1,S,2,0,7,2.5,9.5
22373,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.6,0,7.6
24061,2700,SUNRAYSIA HWY,F, L1+L2,A,2,0,7.4,0,7.4
18991,2550,HUME HWY,R, L1+SL+SR+L2,S,2,2.2,7.2,3.2,12.6
22374,2590,MIDLAND HWY,F, L1+SR+L2,S,2,0,7,3,10
24062,2670,GLENELG HWY,F, L1+L2,A,2,0,7.5,0,7.5
21669,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,3.2,7.6,0.7,11.5
18992,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,2,7.4,2,11.4
24063,2620,HENTY HWY,F, L1+L2+RT1+LT1R,S,2,0,6.8,0,6.8
21670,2590,MIDLAND HWY,F, L1+SR+L2+NTZM,A,2,0,8.7,1.2,9.9
22375,2550,HUME HWY,R, L1+SL+SR+L2,S,2,3.2,7.6,1.5,12.2
18993,2580,SOUTH GIPPSLAND HWY,F, L1+SL+L2,S,2,3,7.5,0,10.5
24064,2650,MALLEE HWY,F, L1+L2,S,2,0,7.4,0,7.4
21671,2580,SOUTH GIPPSLAND HWY,F, L1+L2,S,2,0,7,0,7
22376,2590,MIDLAND HWY,F, L1+L2+RT1+LBL+LPL,A,2,0,6.4,0,6.4
18994,2550,HUME HWY,R, L1+SR+L2+LT1,S,2,0,7.6,1.5,9.1
21672,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
24065,2590,MIDLAND HWY,R, L1+SL+L2,A,2,2.1,7.4,0,9.5
22377,2580,SOUTH GIPPSLAND HWY,F, L1+L2,A,2,0,7.4,0,7.4
18995,2580,SOUTH GIPPSLAND HWY,F, L1+L2+L3+L4,A,4,0,18.1,0,18.1
21673,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.8,7.2,1.8,10.7
24066,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,3,7.2,1.5,11.7
18996,2570,MURRAY VALLEY HWY,F, L1+SR+L2+LT1,S,2,0,7.2,1.3,8.5
22378,2550,HUME HWY,R, L1+SL+SR+L2+RON1+LIP+RONSHL,S,2,2.8,7.2,2,12
21674,2550,HUME HWY,R, L1+SL+SR+L2,S,2,3.2,7.6,1.5,12.2
18997,2580,SOUTH GIPPSLAND HWY,F, L1+SL+SR+L2,S,2,2.4,9.9,2.4,14.7
24067,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,1.7,6.8,1.5,10
22379,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.4,0,7.4
21675,2570,MURRAY VALLEY HWY,F, L1+SR+L2+RT1+LT1,S,2,0,6.8,1.5,8.3
18998,2550,HUME HWY,R, L1+SL+SR+L2,S,2,4.6,7.6,1.5,13.7
22380,2575,BANDIANA LINK RD,F, L1+SL,S,1,3.6,3.6,0,7.2
24068,2700,SUNRAYSIA HWY,F, L1+SL+SR+L2,S,2,1.3,7.2,1,9.5
21676,2580,SOUTH GIPPSLAND HWY,R, L1+L2,A,2,0,7,0,7
18999,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,2.6,7.4,2.4,12.4
22381,2570,MURRAY VALLEY HWY,F, L1+L2+RT1+LPL,S,2,0,7.2,0,7.2
24069,2690,BORUNG HWY,F, L1+L2,S,2,0,6.2,0,6.2
21677,2580,SOUTH GIPPSLAND HWY,F, L1+L2+LPL,S,2,0,6.6,0,6.6
19000,2550,HUME HWY,R, L1+SL+SR+L2,S,2,3,7.4,1.5,11.9
22382,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.5,7,1.5,10
24070,2670,GLENELG HWY,F, L1+L2+LIP,S,2,0,7.6,0,7.6
21678,2560,OMEO HWY,F, L1+SL+SR+L2,S,2,1.5,6.8,1.5,9.8
22383,2550,HUME HWY,R, L1+SL+SR+L2+LIP+RIP,S,2,2.8,7.2,2,12
24071,2640,GOULBURN VALLEY HWY,F, L1+L2,S,2,0,6.4,0,6.4
22384,2580,SOUTH GIPPSLAND HWY,R, L1+L2+LPL,A,2,0,7.4,0,7.4
21679,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.6,0,7.6
24072,2630,LODDON VALLEY HWY,F, L1+SL+SR+L2,S,2,1.5,7.4,1.5,10.4
22385,2560,OMEO HWY,F, L1+L2,S,2,0,6.4,0,6.4
21680,2590,MIDLAND HWY,F, L1+L2+RT1+LPL+RPL,S,2,0,7.4,0,7.4
24073,2620,HENTY HWY,F, L1+SL+L2+LT1R,S,2,1.4,6.6,0,8
21681,2660,NEPEAN HWY,F, L1+L2+LBL+LPL,U,2,0,7.4,0,7.4
22386,2553,HUME LINK HWY,F, L1+L2+LPL,A,2,0,7.2,0,7.2
24074,2640,GOULBURN VALLEY HWY,F, L1+L2+RT1+LT2+LT1R,A,2,0,7.6,0,7.6
22387,2550,HUME HWY,R, L1+SL+SR+L2+RON1+ROF1+RONSHL+RONSHR,S,2,2.4,7.2,1.2,10.8
24075,2620,HENTY HWY,F, L1+SL+SR+L2,S,2,1.3,6.8,1.3,9.4
21682,2700,SUNRAYSIA HWY,F, L1+SR+L2,S,2,0,7,2,9
21683,2670,GLENELG HWY,F, L1+L2+LT1+NTZM,A,2,0,7,0,7
24076,2670,GLENELG HWY,F, L1+SL+SR+L2,S,2,1.2,6.2,1.2,8.6
22388,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,3,7.6,2,12.6
21684,2630,LODDON VALLEY HWY,F, L1+SR+L2+L3+RT1+RBL,S,3,0,10.3,1.3,11.6
24077,2660,NEPEAN HWY,F, L1+L2+L3+L4,A,4,0,14,0,14
22389,2580,SOUTH GIPPSLAND HWY,R, L1+SR+L2+RT1,S,2,0,7.1,1.2,8.3
24078,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2+ROF1+ROFSHL+ROFSHR,S,2,2.4,7.4,1.5,11.3
22390,2580,SOUTH GIPPSLAND HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
21685,2640,GOULBURN VALLEY HWY,R, L1+L2+LPL,S,2,0,7.4,0,7.4
24079,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,1.2,7.2,1.2,9.6
21686,2720,MAROONDAH HWY,F, L1+L2+L3,A,3,0,9.3,0,9.3
22391,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.4,0,7.4
24080,2700,SUNRAYSIA HWY,F, L1+SL+SR+L2,S,2,1.2,6.8,1.2,9.2
21687,2710,BASS HWY,F, L1+L2+RT1+LT1,S,2,0,7.2,0,7.2
22392,2580,SOUTH GIPPSLAND HWY,F, L1+SL+SR+L2+RT1,S,2,1,7.4,1,9.4
24081,2690,BORUNG HWY,F, L1+SL+L2,S,2,2.7,8.2,0,10.9
22393,2590,MIDLAND HWY,F, L1+SR+L2,S,2,0,7,1.5,8.5
21688,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,1.3,7.2,1.3,9.7
24082,2670,GLENELG HWY,F, L1+L2,S,2,0,7.6,0,7.6
22394,2550,HUME HWY,R, L1+SL+SR+L2+RON1+LIP+RIP,S,2,3.2,7.6,1.5,12.2
24083,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2+RT1+LT1,S,2,1.5,7.6,2,11.1
22395,2590,MIDLAND HWY,F, L1+SL+L2,S,2,2.8,7,0,9.8
21689,2710,BASS HWY,F, L1+SL+SR+L2,S,2,2.1,7.2,2.1,11.4
24084,2620,HENTY HWY,F, L1+SR+L2,S,2,0,6.8,1.3,8.1
22396,2580,SOUTH GIPPSLAND HWY,F, L1+SL+L2+RT1,A,2,3,7.4,0,10.4
21690,2700,SUNRAYSIA HWY,F, L1+L2,S,2,0,7.4,0,7.4
22397,2560,OMEO HWY,F, L1+L2,S,2,0,6.2,0,6.2
24085,2670,GLENELG HWY,F, L1+SL+SR+L2,S,2,2.5,7.3,2.5,12.3
21691,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,2.4,7.2,2.4,12
24086,2600,MORNINGTON PENINSULA FWY,R, L1+SL+SR+L2,A,2,3.2,7,1.2,11.4
22398,2550,HUME HWY,R, L1+SR+L2,A,2,0,7.6,1.2,8.8
21692,2670,GLENELG HWY,F, L1+L2,S,2,0,8.1,0,8.1
24087,2720,MAROONDAH HWY,F, L1+L2,S,2,0,6.8,0,6.8
21693,2720,MAROONDAH HWY,F, L1+SR+L2,S,2,0,6.2,2,8.2
22399,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,1.5,7,1.5,10
21694,2600,MORNINGTON PENINSULA FWY,F, L1+SL+SR+L2+RON1+ROF1+RON2+RONSHL+RONSHR,A,2,3,7.4,1.2,11.6
24088,2600,MORNINGTON PENINSULA FWY,R, L1+SL+SR+L2,A,2,3.2,7.4,1.2,11.8
22400,2590,MIDLAND HWY,F, L1+L2+LT1,A,2,0,7.4,0,7.4
21695,2660,NEPEAN HWY,R, L1+L2+L3+L4+RT1,A,4,0,14,0,14
22401,2580,SOUTH GIPPSLAND HWY,R, L1+SL+SR+L2,A,2,3,7,1.2,11.2
24089,2660,NEPEAN HWY,R, L1+L2+L3,U,3,0,11,0,11
21696,2720,MAROONDAH HWY,F, L1+SL+L2,S,2,2.8,6.8,0,9.6
22402,2580,SOUTH GIPPSLAND HWY,F, L1+L2+LT1,S,2,0,7,0,7
24090,2720,MAROONDAH HWY,F, L1+L2,S,2,0,7.6,0,7.6
21697,2640,GOULBURN VALLEY HWY,F, L1+L2+RT1,S,2,0,7.6,0,7.6
24091,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2+RT1R,S,2,2.4,7,2,11.4
22403,2550,HUME HWY,R, L1+SL+SR+L2,S,2,2.8,7.2,1.8,11.7
21698,2660,NEPEAN HWY,F, L1+L2+L3,A,3,0,10.5,0,10.5
24092,2660,NEPEAN HWY,F, L1+L2+RBL,A,2,0,7.4,0,7.4
22404,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,6.6,0,6.6
21699,2640,GOULBURN VALLEY HWY,F, L1+L2+RT1+LT1,S,2,0,7.2,0,7.2
24093,2620,HENTY HWY,F, L1+L2,S,2,0,7.4,0,7.4
22405,2550,HUME HWY,R, L1+SL+SR+L2,S,2,2,7.2,1.5,10.7
21700,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,1.5,8,1.8,11.3
22406,2580,SOUTH GIPPSLAND HWY,F, L1+SL+SR+L2+L3+LT1,S,3,2.6,11.1,2.6,16.3
24094,2670,GLENELG HWY,F, L1+SL+SR+L2,S,2,1.6,7.2,1.5,10.2
21701,2620,HENTY HWY,F, L1+SL+SR+L2,S,2,1,7,1,9
22407,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,2.2,7.2,2.2,11.6
24095,2650,MALLEE HWY,F, L1+L2,S,2,0,7.4,0,7.4
21702,2640,GOULBURN VALLEY HWY,R, L1+L2+RT1,S,2,0,7.4,0,7.4
24096,2640,GOULBURN VALLEY HWY,R, L1+L2+LBL,A,2,0,6.8,0,6.8
22408,2550,HUME HWY,R, L1+L2,A,2,0,11.6,0,11.6
21703,2710,BASS HWY,R, L1+SL+L2+RT1,A,2,2.9,7.2,0,10.1
24097,2710,BASS HWY,F, L1+SL+L2,S,2,1,7.4,0,8.4
21704,2700,SUNRAYSIA HWY,F, L1+L2,S,2,0,7.4,0,7.4
22409,2590,MIDLAND HWY,F, L1+L2+RT1+LT1,A,2,0,7.2,0,7.2
24098,2700,SUNRAYSIA HWY,F, L1+SL+SR+L2,S,2,0.8,6.8,0.8,8.4
21705,2670,GLENELG HWY,F, L1+SL+SR+L2,S,2,1.6,6.8,1.6,10
22410,2580,SOUTH GIPPSLAND HWY,F, L1+L2+L3,S,3,0,10.9,0,10.9
24099,2670,GLENELG HWY,F, L1+SR+L2,S,2,0,7.8,2.6,10.4
21706,2660,NEPEAN HWY,F, L1+L2+L3+L4+RT1+LT1,A,4,0,12.6,0,12.6
22411,2550,HUME HWY,R, L1+SL+SR+L2,S,2,3.2,7.6,1,11.7
24100,2720,MAROONDAH HWY,F, L1+L2+L3+RT1,S,3,0,10.8,0,10.8
22412,2570,MURRAY VALLEY HWY,F, L1+L2,A,2,0,12,0,12
21707,2590,MIDLAND HWY,R, L1+SL+L2,A,2,1.5,7,0,8.5
24101,2660,NEPEAN HWY,F, L1+L2+L3+L4+RT1,A,4,0,12.4,0,12.4
22413,2570,MURRAY VALLEY HWY,R, L1+L2,S,2,0,8,0,8
21708,2720,MAROONDAH HWY,F, L1+L2+L3+RT1+RT2,A,3,0,11,0,11
24102,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,2.4,7.4,2.4,12.2
22414,2570,MURRAY VALLEY HWY,F, L1+L2,A,2,0,7.6,0,7.6
21709,2660,NEPEAN HWY,F, L1+L2+L3+LIP,A,3,0,9,0,9
24103,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,2.5,7,2.5,12
22415,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,2.8,7.4,1.5,11.7
21710,2700,SUNRAYSIA HWY,F, L1+SR+L2,S,2,0,8.2,2.8,11
24104,2690,BORUNG HWY,F, L1+L2,S,2,0,7.4,0,7.4
22416,2550,HUME HWY,R, L1+SL+SR+L2+RT1,S,2,3.2,7.6,1,11.7
21711,2590,MIDLAND HWY,F, L1+L2+LPL,S,2,0,7.6,0,7.6
24105,2670,GLENELG HWY,F, L1+SR+L2,C,2,0,8.2,3.4,11.6
22417,2690,BORUNG HWY,F, L1+L2,S,2,0,7.4,0,7.4
21712,2580,SOUTH GIPPSLAND HWY,F, L1+SL+SR+L2,S,2,3,7.4,1.2,11.6
24106,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,2.4,7.2,2.4,12
22418,2670,GLENELG HWY,F, L1+L2+LPL,S,2,0,7,0,7
24107,2670,GLENELG HWY,F, L1+L2,S,2,0,7.6,0,7.6
21713,2550,HUME HWY,R, L1+SL+SR+L2,S,2,4.2,7.2,3.2,14.5
22419,2640,GOULBURN VALLEY HWY,F, L1+L2,S,2,0,6.2,0,6.2
24108,2590,MIDLAND HWY,R, L1+L2,A,2,0,7.2,0,7.2
21714,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2+LT1+RT1R,S,2,1.8,7.6,1.8,11.2
22420,2630,LODDON VALLEY HWY,F, L1+SL+SR+L2,S,2,1.5,7,1.5,10
21715,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,2.4,6.8,2.2,11.4
24109,2720,MAROONDAH HWY,F, L1+L2,S,2,0,6.8,0,6.8
22421,2620,HENTY HWY,F, L1+L2,S,2,0,6.8,0,6.8
21716,2580,SOUTH GIPPSLAND HWY,F, L1+L2+L3,A,3,0,11.1,0,11.1
24110,2590,MIDLAND HWY,R, L1+L2,A,2,0,7.4,0,7.4
22422,2620,HENTY HWY,F, L1+SL+SR+L2,A,2,1.2,6.8,1.2,9.2
21717,2550,HUME HWY,R, L1+SL+SR+L2+RON1+ROF1+ROF2,S,2,2.8,7.2,1.5,11.5
24111,2660,NEPEAN HWY,R, L1+L2+L3+L4,A,4,0,14,0,14
22423,2620,HENTY HWY,F, L1+SR+L2+LT1,S,2,0,6.8,1.5,8.3
21718,2570,MURRAY VALLEY HWY,R, L1+L2,A,2,0,7.6,0,7.6
24112,2720,MAROONDAH HWY,F, L1+L2+RPL,S,2,0,7.6,0,7.6
22424,2670,GLENELG HWY,F, L1+L2,A,2,0,7.5,0,7.5
21719,2570,MURRAY VALLEY HWY,F, L1+L2+LT1+RT1R,S,2,0,7.4,0,7.4
24113,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,3.6,7.4,3.6,14.6
22425,2590,MIDLAND HWY,R, L1+L2+LT1,A,2,0,7.2,0,7.2
24114,2660,NEPEAN HWY,R, L1+L2+L3,S,3,0,11,0,11
21720,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,3.5,7.4,1.6,12.5
22426,2720,MAROONDAH HWY,F, L1+SL+SR+L2+L3,S,3,2,10.2,2,14.2
21721,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.4,0,7.4
24115,2650,MALLEE HWY,F, L1+SL+SR+L2,S,2,2.2,7,3,12.2
22427,2590,MIDLAND HWY,R, L1+SL+L2,A,2,1.5,7,0,8.5
21722,2570,MURRAY VALLEY HWY,F, L1+SL+L2+LT1+NTZM,S,2,1.6,7.4,0,9
24116,2590,MIDLAND HWY,R, L1+L2+RT1,A,2,0,7.4,0,7.4
22428,2660,NEPEAN HWY,R, L1+L2+L3,A,3,0,11.1,0,11.1
21723,2580,SOUTH GIPPSLAND HWY,R, L1+L2+L3+RT1,S,3,0,10.8,0,10.8
24117,2720,MAROONDAH HWY,F, L1+L2+L3,A,3,0,10.8,0,10.8
22429,2720,MAROONDAH HWY,F, L1+SL+L2+L3+L4+RT1+LT1R,S,4,1,14.5,0,15.5
24118,2670,GLENELG HWY,F, L1+L2,S,2,0,7.2,0,7.2
21724,2570,MURRAY VALLEY HWY,F, L1+L2+LT1R,S,2,0,6.4,0,6.4
22430,2660,NEPEAN HWY,F, L1+L2+LBL+RBL,S,2,0,10.4,0,10.4
21725,2580,SOUTH GIPPSLAND HWY,F, L1+L2+LPL,A,2,0,7.5,0,7.5
24119,2630,LODDON VALLEY HWY,F, L1+L2+LBL,A,2,0,6.8,0,6.8
22431,2630,LODDON VALLEY HWY,F, L1+L2+LBL+LPL+RBL+RPL,S,2,0,7,0,7
21726,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.6,10.2
24120,2600,MORNINGTON PENINSULA FWY,R, L1+L2+L3+L4+LT1,A,4,0,14.4,0,14.4
22432,2620,HENTY HWY,F, L1+L2,S,2,0,7.4,0,7.4
24121,2660,NEPEAN HWY,R, L1+L2+L3,A,3,0,11,0,11
21727,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.2,0,7.2
22433,2620,HENTY HWY,F, L1+SL+SR+L2,S,2,1.4,7,1.4,9.8
21728,2550,HUME HWY,R, L1+SL+SR+L2,S,2,3.2,7.2,1.5,11.9
24122,2720,MAROONDAH HWY,F, L1+SL+SR+L2,S,2,2,7.6,2,11.6
22434,2670,GLENELG HWY,F, L1+SL+SR+L2,S,2,1.5,7.6,1.5,10.6
24123,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2,S,2,2.4,7.4,2.4,12.2
21729,2550,HUME HWY,R, L1+SL+SR+L2,A,2,3.2,7.6,1.8,12.6
22435,2710,BASS HWY,R, L1+SL+L2,S,2,2.7,7.2,0,9.9
24124,2660,NEPEAN HWY,F, L1+L2+LBL+RBL+NTZM,A,2,0,7.4,0,7.4
21730,2550,HUME HWY,R, L1+SR+L2+L3,S,3,0,10.7,1.5,12.2
22436,2700,SUNRAYSIA HWY,F, L1+SL+SR+L2,S,2,1,6.6,1,8.6
24125,2660,NEPEAN HWY,F, L1+L2+L3+L4+LPL,A,4,0,13,0,13
21731,2580,SOUTH GIPPSLAND HWY,F, L1+L2+RT1+LT1R,S,2,0,7,0,7
22437,2640,GOULBURN VALLEY HWY,F, L1+L2,A,2,0,13,0,13
24126,2640,GOULBURN VALLEY HWY,F, L1+L2+LT1R,S,2,0,9.5,0,9.5
21732,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,3.1,6.8,2,11.9
22438,2660,NEPEAN HWY,F, L1+L2+L3+L4,A,4,0,14,0,14
24127,2690,BORUNG HWY,F, L1+L2,S,2,0,6.2,0,6.2
21733,2550,HUME HWY,R, L1+SL+SR+L2+RT1,S,2,3.6,7.4,1.5,12.5
22439,2590,MIDLAND HWY,R, L1+L2,A,2,0,9,0,9
21734,2590,MIDLAND HWY,F, L1+L2+L3+L4+RT1,A,4,0,17.2,0,17.2
22440,2720,MAROONDAH HWY,F, L1+L2+L3+RT1,S,3,0,11.1,0,11.1
24128,2700,SUNRAYSIA HWY,F, L1+L2,S,2,0,7.4,0,7.4
21735,2580,SOUTH GIPPSLAND HWY,F, L1+L2+L3+RT1+RT2,A,3,0,11,0,11
22441,2660,NEPEAN HWY,F, L1+L2+L3+RT1,A,3,0,9.4,0,9.4
21736,2550,HUME HWY,R, L1+SL+SR+L2+RON1+RONSHL,S,2,2.4,7.2,2,11.6
22442,2700,SUNRAYSIA HWY,F, L1+L2,S,2,0,7.6,0,7.6
24129,2640,GOULBURN VALLEY HWY,F, L1+SL+SR+L2+L3,S,3,1.5,9.6,1,12.1
21737,2570,MURRAY VALLEY HWY,R, L1+L2,S,2,0,7,0,7
24130,2630,LODDON VALLEY HWY,F, L1+SL+SR+L2+RIP,S,2,1.8,7.5,1.8,11.1
21738,2570,MURRAY VALLEY HWY,F, L1+L2,S,2,0,7.4,0,7.4
22443,2620,HENTY HWY,F, L1+L2+LT1+RT1R,S,2,0,6.8,0,6.8
24131,2640,GOULBURN VALLEY HWY,R, L1+L2+LPL,S,2,0,7.2,0,7.2
21739,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,2.6,6.6,1.6,10.7
22444,2620,HENTY HWY,F, L1+SL+SR+L2,S,2,1.5,6.8,1.5,9.8
24132,2720,MAROONDAH HWY,F, L1+L2+L3+L4+RT1+RT2+LT1,A,4,0,12,0,12
22445,2670,GLENELG HWY,F, L1+SL+SR+L2+L3,S,3,1.5,11.4,1.5,14.4
21740,2550,HUME HWY,R, L1+SL+SR+L2+RON1+RONSHL+RONSHR,S,2,2.4,7.2,2,11.6
24133,2710,BASS HWY,F, L1+SL+SR+L2,S,2,2.9,7.2,1.3,11.4
22446,2600,MORNINGTON PENINSULA FWY,F, L1+SL+L2+ROF1+RONSHR+ROFSHL,S,2,2,7.4,0,9.4
21741,2550,HUME HWY,R, L1+SL+SR+L2,A,2,2.8,7.6,1.2,11.6
22447,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,1,7.4,1.2,9.6
21742,2550,HUME HWY,R, L1+SL+SR+L2+RON1,S,2,2.4,7.4,1.5,11.3
22448,2580,SOUTH GIPPSLAND HWY,R, L1+L2+L3,A,3,0,10.5,0,10.5
21743,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.5,7,2.4,10.9
24134,2640,GOULBURN VALLEY HWY,R, L1+SL+L2+LBL,A,2,1.8,6.8,0,8.6
22449,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,2.4,7,2.4,11.8
21744,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,4.2,6.4,3,13.6
24135,2710,BASS HWY,F, L1+L2,S,2,0,8.6,0,8.6
21745,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,2,7.4,1.7,11.1
22450,2590,MIDLAND HWY,F, L1+L2,S,2,0,7.2,0,7.2
24136,2700,SUNRAYSIA HWY,F, L1+L2,S,2,0,7.4,0,7.4
21746,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.8,7.4,1.6,10.8
22451,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
24137,2640,GOULBURN VALLEY HWY,F, L1+SR+L2,S,2,0,7,2.4,9.4
21747,2590,MIDLAND HWY,F, L1+L2+L3+L4,A,4,0,22.8,0,22.8
22452,2580,SOUTH GIPPSLAND HWY,F, L1+L2,A,2,0,15.6,0,15.6
21748,2570,MURRAY VALLEY HWY,F, L1+SL+SR+L2,S,2,3,7,3,13
24138,2670,GLENELG HWY,F, L1+L2,S,2,0,7.6,0,7.6
22453,2550,HUME HWY,R, L1+SR+L2,S,2,0,7.2,2.5,9.7
21749,2590,MIDLAND HWY,F, L1+SL+SR+L2,S,2,1.5,7,1.5,10
24139,2720,MAROONDAH HWY,F, L1+L2+LT1+LPL,S,2,0,7.4,0,7.4
